SA2_MAINCODE_2016,Train_M,Train_F,Train_P,Bus_M,Bus_F,Bus_P,Ferry_M,Ferry_F,Ferry_P,Tram_M,Tram_F,Tram_P,Taxi_M,Taxi_F,Taxi_P,Car_Driver_M,Car_Driver_F,Car_Driver_P,Car_Pass_M,Car_Pass_F,Car_Pass_P,Truck_M,Truck_F,Truck_P,Mbike_M,Mbike_F,Mbike_P,Bike_M,Bike_F,Bike_P,Other_M,Other_F,Other_P,Walk_M,Walk_F,Walk_P,Tot_M,Tot_F,Tot_P
216011410,3,0,3,3,4,3,0,0,0,0,0,0,0,0,0,533,418,947,40,18,58,19,0,20,18,4,18,3,0,9,22,4,30,66,38,102,702,487,1194
216021411,0,0,0,3,4,4,0,0,0,0,0,0,3,4,3,925,700,1625,62,58,120,8,4,11,4,0,3,21,6,28,3,8,14,57,65,120,1087,844,1934
216021412,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,386,340,726,17,18,38,16,0,16,6,0,6,0,3,3,13,8,17,36,11,49,473,381,854
216021413,3,0,3,12,8,18,0,0,0,0,0,0,0,0,0,1768,1548,3317,110,115,231,59,3,60,47,10,60,30,6,43,26,20,48,168,158,330,2236,1868,4098
216021414,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1037,896,1931,74,62,133,24,0,24,3,0,3,28,8,39,9,5,15,55,52,108,1247,1021,2268
216031415,0,0,0,3,4,9,0,0,0,0,0,0,3,3,9,1249,1149,2396,93,100,197,12,0,16,19,0,16,8,6,13,3,0,9,21,20,43,1425,1292,2709
216031416,3,0,5,22,19,36,0,0,0,0,0,0,5,6,17,3146,2634,5782,210,296,510,36,0,36,16,0,15,76,32,110,30,15,41,196,217,408,3733,3221,6957
216031417,3,3,8,13,14,36,0,0,0,0,0,0,6,11,17,3788,3098,6879,236,376,614,48,0,46,21,3,28,40,9,50,38,12,49,128,93,221,4333,3620,7952
216031418,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,685,600,1279,39,44,80,27,0,27,8,0,10,3,0,7,8,0,13,49,28,75,828,676,1502
216031419,3,4,13,3,0,3,0,0,0,0,0,0,4,4,7,1507,1311,2823,76,91,167,49,0,46,41,3,43,32,0,38,20,8,29,134,87,220,1866,1512,3375
217011420,0,0,3,8,8,18,0,0,0,0,0,0,0,0,0,1276,1113,2385,70,71,142,68,0,65,24,6,30,6,0,6,21,5,28,107,97,203,1588,1305,2893
217011421,0,0,0,7,7,6,0,0,0,0,3,4,6,7,11,1641,1426,3067,98,119,210,35,0,36,5,3,8,16,3,20,18,13,29,132,123,254,1954,1701,3658
217011422,0,0,0,12,3,12,0,0,0,0,0,0,11,10,16,1716,1367,3088,97,111,216,23,0,25,10,0,10,32,3,37,25,11,31,71,88,159,2004,1595,3599
217011423,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,776,720,1493,37,23,61,25,0,25,14,7,22,5,3,9,35,11,43,144,75,221,1048,834,1884
217031471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,422,928,25,21,47,19,0,19,4,0,7,6,0,8,13,3,12,51,52,101,618,498,1118
217031472,3,4,9,4,3,9,0,0,3,0,0,0,6,8,8,2086,1729,3810,139,141,275,26,0,26,12,0,12,58,16,72,16,4,20,138,125,266,2479,2022,4508
217031473,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,896,709,1599,35,56,91,27,0,27,23,6,25,6,0,8,16,3,19,70,39,115,1078,812,1892
217031474,0,5,7,4,4,8,0,0,0,0,0,0,0,0,0,725,618,1347,45,34,75,30,3,38,11,8,14,6,0,6,21,5,28,88,53,145,941,723,1662
217031475,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,956,792,1755,54,48,103,30,0,35,51,15,69,14,8,22,39,14,52,175,133,308,1336,1017,2350
217031476,0,0,3,9,7,12,0,0,0,0,0,0,0,0,0,441,378,818,27,39,61,19,0,19,7,3,6,15,5,20,11,6,17,85,85,168,612,515,1123
217041477,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,944,791,1737,52,46,95,42,3,44,35,3,36,0,4,8,31,13,44,144,70,215,1262,934,2192
217041478,4,0,4,8,6,13,0,0,0,0,0,0,0,0,0,1474,1286,2758,54,86,134,51,0,51,26,3,30,21,5,28,31,8,40,107,87,196,1784,1479,3262
217041479,0,0,3,22,14,39,0,0,0,4,0,4,14,7,17,3792,3379,7162,320,329,652,58,0,58,24,0,28,54,13,72,21,9,36,147,124,270,4457,3875,8333
217041480,3,0,3,20,12,30,0,0,0,0,4,3,10,7,17,2044,1901,3948,184,201,388,29,0,29,21,4,24,58,19,71,26,11,39,229,171,397,2616,2330,4949
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,16,0,16
299999499,60,36,101,22,18,42,0,0,0,39,49,85,10,3,10,582,275,859,70,59,126,17,0,17,14,0,14,17,8,19,36,16,50,140,83,227,1002,549,1552
